version_id,title_id,version_type,resolution,frame_rate,audio_channels,hdr_format,file_size_gb,is_localized,created_date
VER_TITLE_004178_002,TITLE_004178,Edited,HD,24,2.0,HDR10,318.87,True,2025-08-15 22:32:42.126561
VER_TITLE_004178_003,TITLE_004178,Edited,8K,24,2.0,SDR,267.58,True,2026-05-12 22:32:42.126566
VER_TITLE_004178_004,TITLE_004178,Remastered,8K,29.97,2.0,HDR10,440.91,True,2026-04-21 22:32:42.126570
VER_TITLE_004179_000,TITLE_004179,Edited,4K,30,5.1,None,455.6,True,2025-11-02 22:32:42.126596
VER_TITLE_004179_001,TITLE_004179,Original,8K,25,Atmos,SDR,215.74,False,2026-03-16 22:32:42.126602
VER_TITLE_004180_000,TITLE_004180,Original,4K,25,7.1,Dolby Vision,361.73,False,2025-10-26 22:32:42.126626
VER_TITLE_004180_001,TITLE_004180,Localized,4K,24,7.1,SDR,110.3,True,2026-01-24 22:32:42.126631
VER_TITLE_004180_002,TITLE_004180,Original,4K,30,Atmos,Dolby Vision,364.63,False,2025-10-11 22:32:42.126675
VER_TITLE_004180_003,TITLE_004180,Localized,8K,50,2.0,HDR10,168.79,False,2025-10-18 22:32:42.126682
VER_TITLE_004180_004,TITLE_004180,Original,HD,23.976,2.0,SDR,293.83,False,2026-01-17 22:32:42.126687
VER_TITLE_004181_000,TITLE_004181,Remastered,4K,29.97,7.1,None,440.46,True,2025-08-20 22:32:42.126722
VER_TITLE_004182_000,TITLE_004182,Localized,HD,50,7.1,None,241.12,False,2025-12-03 22:32:42.126750
VER_TITLE_004182_001,TITLE_004182,Remastered,4K,25,Atmos,HDR10,244.13,True,2025-11-16 22:32:42.126755
VER_TITLE_004182_002,TITLE_004182,Original,4K,60,Atmos,None,361.9,False,2025-11-03 22:32:42.126760
VER_TITLE_004182_003,TITLE_004182,Edited,HD,60,Atmos,HDR10,232.53,True,2025-09-17 22:32:42.126764
VER_TITLE_004182_004,TITLE_004182,Localized,HD,23.976,7.1,SDR,147.78,False,2025-05-30 22:32:42.126769
VER_TITLE_004182_005,TITLE_004182,Edited,4K,50,2.0,HDR10+,39.7,False,2025-06-01 22:32:42.126773
VER_TITLE_004183_000,TITLE_004183,Localized,4K,60,Atmos,SDR,178.43,False,2026-03-02 22:32:42.126803
VER_TITLE_004183_001,TITLE_004183,Remastered,4K,50,7.1,None,303.82,False,2026-01-26 22:32:42.126809
VER_TITLE_004183_002,TITLE_004183,Edited,4K,25,2.0,HDR10,490.9,False,2026-03-05 22:32:42.126814
VER_TITLE_004184_000,TITLE_004184,Localized,8K,23.976,Atmos,None,15.22,True,2026-01-08 22:32:42.126841
VER_TITLE_004184_001,TITLE_004184,Localized,8K,60,Atmos,None,352.95,True,2026-03-22 22:32:42.126846
VER_TITLE_004184_002,TITLE_004184,Original,4K,60,2.0,Dolby Vision,207.38,True,2026-02-10 22:32:42.126850
VER_TITLE_004184_003,TITLE_004184,Edited,8K,24,5.1,HDR10,489.4,True,2025-11-03 22:32:42.126854
VER_TITLE_004184_004,TITLE_004184,Remastered,4K,23.976,5.1,HDR10+,145.45,True,2025-10-04 22:32:42.126858
VER_TITLE_004185_000,TITLE_004185,Original,8K,30,7.1,HDR10,196.8,False,2026-04-17 22:32:42.126883
VER_TITLE_004185_001,TITLE_004185,Remastered,4K,50,5.1,HDR10,284.13,True,2026-01-08 22:32:42.126888
VER_TITLE_004185_002,TITLE_004185,Edited,4K,23.976,7.1,HDR10,394.46,False,2026-03-03 22:32:42.126892
VER_TITLE_004186_000,TITLE_004186,Edited,HD,60,5.1,Dolby Vision,399.62,False,2025-12-15 22:32:42.126916
VER_TITLE_004186_001,TITLE_004186,Edited,4K,50,Atmos,HDR10,153.86,True,2026-05-07 22:32:42.126922
VER_TITLE_004186_002,TITLE_004186,Localized,4K,29.97,2.0,SDR,38.33,True,2026-03-22 22:32:42.126925
VER_TITLE_004187_000,TITLE_004187,Localized,8K,24,5.1,HDR10+,390.68,True,2025-08-17 22:32:42.126952
VER_TITLE_004187_001,TITLE_004187,Remastered,HD,23.976,Atmos,HDR10,302.17,False,2026-04-06 22:32:42.126957
VER_TITLE_004187_002,TITLE_004187,Original,8K,50,2.0,SDR,69.71,False,2025-11-27 22:32:42.126961
VER_TITLE_004188_000,TITLE_004188,Localized,4K,30,7.1,Dolby Vision,474.12,False,2025-11-16 22:32:42.126985
VER_TITLE_004188_001,TITLE_004188,Original,4K,25,2.0,HDR10+,394.7,False,2025-10-17 22:32:42.126990
VER_TITLE_004188_002,TITLE_004188,Original,4K,25,7.1,HDR10+,202.35,False,2025-09-29 22:32:42.126994
VER_TITLE_004188_003,TITLE_004188,Localized,8K,23.976,5.1,HDR10+,201.83,False,2026-04-12 22:32:42.126999
VER_TITLE_004189_000,TITLE_004189,Original,4K,30,Atmos,HDR10,103.56,True,2026-03-03 22:32:42.127023
VER_TITLE_004189_001,TITLE_004189,Localized,HD,30,2.0,SDR,260.6,True,2025-08-31 22:32:42.127028
VER_TITLE_004189_002,TITLE_004189,Original,4K,50,Atmos,SDR,373.84,True,2025-12-23 22:32:42.127033
VER_TITLE_004190_000,TITLE_004190,Original,4K,23.976,5.1,None,119.35,False,2025-09-12 22:32:42.127057
VER_TITLE_004191_000,TITLE_004191,Original,8K,30,7.1,Dolby Vision,362.68,True,2025-07-17 22:32:42.127081
VER_TITLE_004191_001,TITLE_004191,Localized,4K,60,5.1,SDR,151.92,True,2025-05-24 22:32:42.127086
VER_TITLE_004191_002,TITLE_004191,Localized,4K,50,5.1,HDR10+,352.12,True,2025-07-11 22:32:42.127091
VER_TITLE_004191_003,TITLE_004191,Original,8K,29.97,Atmos,SDR,202.4,True,2026-04-11 22:32:42.127095
VER_TITLE_004192_000,TITLE_004192,Original,4K,25,5.1,Dolby Vision,18.97,True,2025-09-26 22:32:42.127120
VER_TITLE_004192_001,TITLE_004192,Localized,HD,29.97,7.1,Dolby Vision,353.36,False,2025-10-10 22:32:42.127125
VER_TITLE_004192_002,TITLE_004192,Localized,HD,23.976,2.0,SDR,320.82,False,2025-06-25 22:32:42.127129
VER_TITLE_004192_003,TITLE_004192,Edited,8K,29.97,Atmos,None,410.1,True,2025-10-28 22:32:42.127134
VER_TITLE_004192_004,TITLE_004192,Remastered,HD,30,7.1,None,115.73,False,2025-05-25 22:32:42.127139
VER_TITLE_004193_000,TITLE_004193,Remastered,8K,24,5.1,None,306.41,False,2025-05-27 22:32:42.127166
VER_TITLE_004194_000,TITLE_004194,Original,HD,29.97,Atmos,HDR10,278.85,True,2025-08-25 22:32:42.127193
VER_TITLE_004194_001,TITLE_004194,Localized,4K,23.976,2.0,HDR10,75.72,True,2025-10-26 22:32:42.127199
VER_TITLE_004194_002,TITLE_004194,Edited,HD,24,2.0,SDR,132.33,False,2025-08-27 22:32:42.127203
VER_TITLE_004194_003,TITLE_004194,Localized,4K,24,5.1,Dolby Vision,197.71,True,2025-11-30 22:32:42.127207
VER_TITLE_004194_004,TITLE_004194,Localized,4K,60,2.0,SDR,370.08,True,2026-02-07 22:32:42.127211
VER_TITLE_004195_000,TITLE_004195,Localized,HD,50,Atmos,Dolby Vision,384.51,False,2026-01-02 22:32:42.127236
VER_TITLE_004196_000,TITLE_004196,Original,HD,50,Atmos,None,221.9,False,2026-01-10 22:32:42.127259
VER_TITLE_004197_000,TITLE_004197,Localized,HD,30,5.1,SDR,473.49,True,2025-12-30 22:32:42.127283
VER_TITLE_004198_000,TITLE_004198,Edited,HD,60,5.1,HDR10+,198.91,True,2025-09-30 22:32:42.127307
VER_TITLE_004198_001,TITLE_004198,Original,4K,23.976,5.1,HDR10+,367.43,True,2026-03-21 22:32:42.127312
VER_TITLE_004198_002,TITLE_004198,Edited,8K,24,Atmos,SDR,17.01,False,2025-11-23 22:32:42.127316
VER_TITLE_004198_003,TITLE_004198,Localized,4K,30,7.1,SDR,231.68,True,2026-03-16 22:32:42.127320
VER_TITLE_004199_000,TITLE_004199,Localized,8K,29.97,2.0,Dolby Vision,226.94,True,2026-01-13 22:32:42.127344
VER_TITLE_004199_001,TITLE_004199,Localized,8K,23.976,5.1,Dolby Vision,49.01,True,2025-11-18 22:32:42.127349
VER_TITLE_004200_000,TITLE_004200,Original,8K,30,2.0,Dolby Vision,115.71,True,2025-07-16 22:32:42.127373
VER_TITLE_004200_001,TITLE_004200,Edited,HD,50,5.1,HDR10+,418.36,False,2025-06-13 22:32:42.127378
VER_TITLE_004201_000,TITLE_004201,Edited,8K,23.976,5.1,HDR10+,286.21,False,2025-06-08 22:32:42.127402
VER_TITLE_004201_001,TITLE_004201,Remastered,HD,30,Atmos,SDR,268.41,True,2025-12-29 22:32:42.127407
VER_TITLE_004202_000,TITLE_004202,Remastered,8K,29.97,5.1,Dolby Vision,406.98,False,2025-07-24 22:32:42.127432
VER_TITLE_004202_001,TITLE_004202,Edited,HD,23.976,Atmos,HDR10,332.22,True,2026-05-20 22:32:42.127436
VER_TITLE_004202_002,TITLE_004202,Localized,4K,30,7.1,SDR,288.93,False,2025-06-25 22:32:42.127441
VER_TITLE_004203_000,TITLE_004203,Original,8K,23.976,7.1,None,398.86,True,2026-04-26 22:32:42.127465
VER_TITLE_004203_001,TITLE_004203,Remastered,HD,24,7.1,HDR10,270.53,False,2025-07-16 22:32:42.127469
VER_TITLE_004203_002,TITLE_004203,Edited,8K,24,Atmos,None,421.82,True,2025-10-09 22:32:42.127474
VER_TITLE_004203_003,TITLE_004203,Original,HD,25,7.1,HDR10,210.43,False,2025-10-05 22:32:42.127478
VER_TITLE_004203_004,TITLE_004203,Remastered,4K,29.97,5.1,Dolby Vision,372.72,True,2025-06-01 22:32:42.127482
VER_TITLE_004203_005,TITLE_004203,Localized,8K,29.97,7.1,HDR10+,209.41,True,2026-03-06 22:32:42.127487
VER_TITLE_004204_000,TITLE_004204,Remastered,4K,30,2.0,Dolby Vision,325.89,True,2026-04-17 22:32:42.127512
VER_TITLE_004204_001,TITLE_004204,Remastered,8K,25,7.1,Dolby Vision,338.07,False,2025-09-25 22:32:42.127517
VER_TITLE_004204_002,TITLE_004204,Edited,HD,24,Atmos,None,189.21,True,2026-05-06 22:32:42.127521
VER_TITLE_004204_003,TITLE_004204,Original,HD,23.976,7.1,None,164.9,False,2026-03-24 22:32:42.127527
VER_TITLE_004204_004,TITLE_004204,Localized,8K,24,2.0,SDR,487.22,False,2026-03-04 22:32:42.127531
VER_TITLE_004204_005,TITLE_004204,Localized,4K,23.976,Atmos,Dolby Vision,143.48,True,2025-08-12 22:32:42.127535
VER_TITLE_004205_000,TITLE_004205,Edited,HD,24,2.0,HDR10+,440.91,True,2026-04-09 22:32:42.127560
VER_TITLE_004205_001,TITLE_004205,Original,HD,50,7.1,HDR10,78.79,False,2025-10-11 22:32:42.127564
VER_TITLE_004205_002,TITLE_004205,Remastered,HD,29.97,2.0,HDR10,457.44,True,2026-01-12 22:32:42.127568
VER_TITLE_004205_003,TITLE_004205,Remastered,8K,25,7.1,None,400.25,True,2025-12-15 22:32:42.127572
VER_TITLE_004205_004,TITLE_004205,Original,8K,30,7.1,None,448.79,False,2025-06-18 22:32:42.127577
VER_TITLE_004206_000,TITLE_004206,Remastered,4K,30,2.0,HDR10,166.84,True,2026-03-02 22:32:42.127603
VER_TITLE_004207_000,TITLE_004207,Edited,4K,29.97,2.0,SDR,415.83,True,2026-01-20 22:32:42.127626
VER_TITLE_004207_001,TITLE_004207,Remastered,8K,29.97,7.1,HDR10,385.11,True,2025-09-24 22:32:42.127631
VER_TITLE_004207_002,TITLE_004207,Original,HD,23.976,7.1,HDR10,72.6,True,2026-01-03 22:32:42.127636
VER_TITLE_004207_003,TITLE_004207,Edited,HD,23.976,5.1,HDR10+,337.56,False,2025-05-25 22:32:42.127640
VER_TITLE_004208_000,TITLE_004208,Remastered,4K,25,5.1,SDR,119.85,False,2025-12-24 22:32:42.127663
VER_TITLE_004208_001,TITLE_004208,Localized,HD,50,Atmos,Dolby Vision,258.94,False,2026-04-15 22:32:42.127668
VER_TITLE_004208_002,TITLE_004208,Original,8K,29.97,Atmos,None,230.0,True,2025-12-01 22:32:42.127672
VER_TITLE_004209_000,TITLE_004209,Localized,8K,30,7.1,None,425.29,True,2025-06-04 22:32:42.127697
VER_TITLE_004209_001,TITLE_004209,Original,4K,29.97,2.0,None,358.06,False,2026-04-07 22:32:42.127702
VER_TITLE_004209_002,TITLE_004209,Remastered,HD,25,Atmos,HDR10,87.6,True,2025-12-21 22:32:42.127707
VER_TITLE_004210_000,TITLE_004210,Edited,4K,29.97,5.1,SDR,304.51,False,2025-08-04 22:32:42.127730
VER_TITLE_004210_001,TITLE_004210,Edited,HD,23.976,7.1,None,119.59,False,2025-08-22 22:32:42.127736
VER_TITLE_004210_002,TITLE_004210,Edited,HD,60,5.1,None,337.69,False,2026-05-16 22:32:42.127741
VER_TITLE_004211_000,TITLE_004211,Remastered,4K,29.97,5.1,None,460.67,True,2025-12-02 22:32:42.127766
VER_TITLE_004211_001,TITLE_004211,Edited,4K,25,7.1,SDR,192.0,True,2026-02-11 22:32:42.127771
VER_TITLE_004211_002,TITLE_004211,Original,HD,24,2.0,HDR10+,40.4,True,2025-07-09 22:32:42.127775
VER_TITLE_004211_003,TITLE_004211,Original,8K,23.976,2.0,None,265.3,True,2025-10-28 22:32:42.127780
VER_TITLE_004211_004,TITLE_004211,Localized,HD,23.976,7.1,HDR10,63.09,False,2025-07-20 22:32:42.127784
VER_TITLE_004212_000,TITLE_004212,Localized,8K,25,5.1,HDR10,233.85,True,2026-01-30 22:32:42.127810
VER_TITLE_004212_001,TITLE_004212,Original,4K,30,5.1,SDR,476.79,False,2026-05-01 22:32:42.127815
VER_TITLE_004212_002,TITLE_004212,Localized,8K,24,Atmos,Dolby Vision,342.76,True,2025-08-22 22:32:42.127819
VER_TITLE_004212_003,TITLE_004212,Localized,HD,24,7.1,SDR,134.93,False,2026-05-01 22:32:42.127823
VER_TITLE_004212_004,TITLE_004212,Remastered,4K,60,7.1,SDR,64.24,True,2026-03-30 22:32:42.127827
VER_TITLE_004212_005,TITLE_004212,Remastered,HD,60,7.1,HDR10+,494.15,False,2026-01-11 22:32:42.127831
VER_TITLE_004213_000,TITLE_004213,Original,4K,25,7.1,HDR10+,246.99,False,2026-02-18 22:32:42.127857
VER_TITLE_004213_001,TITLE_004213,Original,4K,50,7.1,HDR10,175.94,False,2025-09-23 22:32:42.127862
VER_TITLE_004214_000,TITLE_004214,Remastered,HD,23.976,2.0,None,392.77,False,2026-01-03 22:32:42.127887
VER_TITLE_004214_001,TITLE_004214,Remastered,HD,29.97,Atmos,None,24.81,False,2025-09-04 22:32:42.127892
VER_TITLE_004214_002,TITLE_004214,Localized,4K,24,7.1,HDR10+,26.77,True,2026-02-25 22:32:42.127897
VER_TITLE_004215_000,TITLE_004215,Original,4K,24,7.1,Dolby Vision,481.87,False,2025-06-05 22:32:42.127922
VER_TITLE_004215_001,TITLE_004215,Remastered,8K,30,5.1,HDR10+,397.21,False,2025-11-04 22:32:42.127927
VER_TITLE_004215_002,TITLE_004215,Original,8K,25,7.1,SDR,80.87,True,2025-06-11 22:32:42.127931
VER_TITLE_004216_000,TITLE_004216,Remastered,8K,60,7.1,HDR10+,421.69,False,2026-05-22 22:32:42.127956
VER_TITLE_004216_001,TITLE_004216,Original,4K,60,7.1,Dolby Vision,188.52,False,2025-11-10 22:32:42.127961
VER_TITLE_004216_002,TITLE_004216,Original,8K,30,7.1,HDR10,227.61,False,2026-02-08 22:32:42.127966
VER_TITLE_004217_000,TITLE_004217,Localized,4K,50,Atmos,None,83.6,True,2025-10-21 22:32:42.127989
VER_TITLE_004217_001,TITLE_004217,Original,HD,60,5.1,HDR10,402.57,True,2025-08-28 22:32:42.127995
VER_TITLE_004217_002,TITLE_004217,Original,4K,25,7.1,HDR10,433.84,True,2026-02-18 22:32:42.128001
VER_TITLE_004217_003,TITLE_004217,Localized,8K,23.976,2.0,HDR10,55.74,True,2025-08-07 22:32:42.128005
VER_TITLE_004217_004,TITLE_004217,Localized,HD,60,7.1,HDR10+,29.62,True,2025-11-23 22:32:42.128010
VER_TITLE_004217_005,TITLE_004217,Original,4K,24,2.0,None,74.27,False,2025-12-30 22:32:42.128014
VER_TITLE_004218_000,TITLE_004218,Remastered,4K,29.97,5.1,Dolby Vision,429.78,False,2025-07-16 22:32:42.128039
VER_TITLE_004218_001,TITLE_004218,Localized,HD,50,7.1,Dolby Vision,50.42,True,2025-12-11 22:32:42.128044
VER_TITLE_004218_002,TITLE_004218,Localized,8K,29.97,5.1,SDR,382.88,False,2026-01-02 22:32:42.128048
VER_TITLE_004218_003,TITLE_004218,Original,4K,23.976,2.0,HDR10+,384.22,True,2025-08-25 22:32:42.128053
VER_TITLE_004219_000,TITLE_004219,Edited,4K,50,5.1,None,91.0,False,2025-06-26 22:32:42.128078
VER_TITLE_004219_001,TITLE_004219,Original,4K,23.976,5.1,None,465.94,True,2026-05-22 22:32:42.128083
VER_TITLE_004219_002,TITLE_004219,Original,4K,30,7.1,SDR,114.32,False,2026-02-10 22:32:42.128087
VER_TITLE_004219_003,TITLE_004219,Original,4K,60,7.1,Dolby Vision,234.71,True,2025-08-03 22:32:42.128092
VER_TITLE_004220_000,TITLE_004220,Edited,4K,23.976,5.1,HDR10,439.42,False,2025-08-12 22:32:42.128134
VER_TITLE_004220_001,TITLE_004220,Original,HD,60,Atmos,None,383.16,True,2026-02-04 22:32:42.128141
VER_TITLE_004220_002,TITLE_004220,Localized,4K,60,5.1,HDR10,349.61,False,2026-05-21 22:32:42.128147
VER_TITLE_004220_003,TITLE_004220,Edited,4K,60,5.1,HDR10+,403.67,False,2025-08-02 22:32:42.128151
VER_TITLE_004221_000,TITLE_004221,Original,HD,23.976,Atmos,HDR10,40.56,True,2025-06-02 22:32:42.128184
VER_TITLE_004221_001,TITLE_004221,Localized,4K,50,7.1,None,236.89,False,2025-08-10 22:32:42.128188
VER_TITLE_004221_002,TITLE_004221,Remastered,4K,60,2.0,SDR,279.05,True,2026-04-22 22:32:42.128193
VER_TITLE_004221_003,TITLE_004221,Remastered,8K,60,7.1,HDR10,326.87,True,2025-09-20 22:32:42.128197
VER_TITLE_004221_004,TITLE_004221,Original,4K,23.976,2.0,SDR,281.46,False,2025-06-02 22:32:42.128201
VER_TITLE_004221_005,TITLE_004221,Edited,HD,23.976,5.1,HDR10+,146.13,True,2026-05-08 22:32:42.128205
VER_TITLE_004222_000,TITLE_004222,Remastered,8K,24,Atmos,HDR10,96.49,True,2025-12-23 22:32:42.128234
VER_TITLE_004222_001,TITLE_004222,Edited,4K,60,7.1,SDR,108.48,False,2026-01-14 22:32:42.128239
VER_TITLE_004222_002,TITLE_004222,Original,8K,60,Atmos,HDR10,304.12,True,2025-10-26 22:32:42.128244
VER_TITLE_004222_003,TITLE_004222,Edited,4K,25,Atmos,SDR,27.51,False,2026-04-29 22:32:42.128250
VER_TITLE_004222_004,TITLE_004222,Original,8K,24,5.1,HDR10,48.69,True,2025-12-24 22:32:42.128254
VER_TITLE_004223_000,TITLE_004223,Original,4K,29.97,2.0,HDR10+,20.16,True,2026-05-15 22:32:42.128280
VER_TITLE_004223_001,TITLE_004223,Original,HD,30,5.1,None,303.8,False,2025-11-29 22:32:42.128285
VER_TITLE_004223_002,TITLE_004223,Remastered,HD,60,5.1,None,411.81,False,2025-09-20 22:32:42.128289
VER_TITLE_004223_003,TITLE_004223,Original,4K,30,2.0,SDR,47.96,False,2026-04-15 22:32:42.128293
VER_TITLE_004224_000,TITLE_004224,Edited,4K,25,5.1,HDR10,351.76,False,2025-12-13 22:32:42.128326
VER_TITLE_004224_001,TITLE_004224,Edited,8K,24,2.0,None,60.87,False,2025-06-19 22:32:42.128331
VER_TITLE_004224_002,TITLE_004224,Original,HD,60,7.1,None,102.26,False,2025-11-27 22:32:42.128336
VER_TITLE_004224_003,TITLE_004224,Remastered,4K,23.976,5.1,None,262.52,False,2025-12-12 22:32:42.128340
VER_TITLE_004225_000,TITLE_004225,Original,HD,25,Atmos,HDR10,391.71,False,2026-01-15 22:32:42.128368
VER_TITLE_004225_001,TITLE_004225,Localized,HD,23.976,2.0,SDR,442.15,True,2025-06-29 22:32:42.128373
VER_TITLE_004225_002,TITLE_004225,Localized,8K,60,5.1,Dolby Vision,36.39,False,2025-05-31 22:32:42.128378
VER_TITLE_004225_003,TITLE_004225,Original,8K,30,7.1,HDR10,459.79,False,2026-03-09 22:32:42.128383
VER_TITLE_004226_000,TITLE_004226,Original,4K,50,7.1,SDR,283.93,True,2026-04-07 22:32:42.128413
VER_TITLE_004226_001,TITLE_004226,Localized,HD,23.976,7.1,HDR10,481.88,True,2026-04-22 22:32:42.128418
VER_TITLE_004226_002,TITLE_004226,Remastered,8K,60,5.1,HDR10+,329.96,False,2025-09-18 22:32:42.128422
VER_TITLE_004226_003,TITLE_004226,Remastered,4K,50,5.1,HDR10,390.62,True,2025-10-06 22:32:42.128427
VER_TITLE_004227_000,TITLE_004227,Remastered,4K,23.976,2.0,SDR,124.06,True,2025-05-28 22:32:42.128451
VER_TITLE_004227_001,TITLE_004227,Localized,4K,60,2.0,Dolby Vision,71.34,False,2025-06-13 22:32:42.128457
VER_TITLE_004227_002,TITLE_004227,Localized,HD,60,7.1,HDR10,146.47,False,2025-06-12 22:32:42.128461
VER_TITLE_004227_003,TITLE_004227,Original,8K,30,7.1,Dolby Vision,57.14,False,2025-07-04 22:32:42.128465
VER_TITLE_004227_004,TITLE_004227,Remastered,HD,23.976,2.0,HDR10,446.69,True,2025-12-12 22:32:42.128469
VER_TITLE_004227_005,TITLE_004227,Original,8K,25,7.1,None,91.72,True,2026-01-28 22:32:42.128473
VER_TITLE_004228_000,TITLE_004228,Localized,HD,25,Atmos,SDR,236.96,True,2025-06-15 22:32:42.128500
VER_TITLE_004229_000,TITLE_004229,Remastered,HD,50,Atmos,Dolby Vision,248.97,False,2025-10-21 22:32:42.128524
VER_TITLE_004229_001,TITLE_004229,Localized,HD,30,2.0,HDR10+,421.98,False,2025-09-26 22:32:42.128528
VER_TITLE_004230_000,TITLE_004230,Localized,HD,30,2.0,None,130.67,True,2025-08-12 22:32:42.128552
VER_TITLE_004230_001,TITLE_004230,Original,HD,24,2.0,HDR10+,492.47,False,2026-01-14 22:32:42.128557
VER_TITLE_004230_002,TITLE_004230,Localized,8K,25,Atmos,None,235.3,True,2025-09-17 22:32:42.128561
VER_TITLE_004230_003,TITLE_004230,Remastered,HD,30,2.0,SDR,108.31,False,2025-10-15 22:32:42.128565
VER_TITLE_004231_000,TITLE_004231,Remastered,4K,30,Atmos,HDR10,301.82,True,2025-10-11 22:32:42.128589
VER_TITLE_004232_000,TITLE_004232,Remastered,4K,30,7.1,HDR10+,333.58,True,2025-07-12 22:32:42.128614
VER_TITLE_004232_001,TITLE_004232,Remastered,8K,30,Atmos,None,288.85,True,2025-10-04 22:32:42.128618
VER_TITLE_004232_002,TITLE_004232,Original,HD,24,2.0,None,488.83,True,2025-06-10 22:32:42.128624
VER_TITLE_004232_003,TITLE_004232,Remastered,4K,23.976,2.0,None,121.42,False,2026-02-19 22:32:42.128628
VER_TITLE_004233_000,TITLE_004233,Original,4K,60,2.0,HDR10+,246.48,True,2026-05-05 22:32:42.128653
VER_TITLE_004233_001,TITLE_004233,Localized,4K,29.97,7.1,HDR10+,116.21,False,2026-04-08 22:32:42.128657
VER_TITLE_004233_002,TITLE_004233,Remastered,4K,50,5.1,None,123.86,False,2026-02-07 22:32:42.128661
VER_TITLE_004233_003,TITLE_004233,Edited,8K,50,5.1,HDR10,471.06,False,2026-03-01 22:32:42.128666
VER_TITLE_004233_004,TITLE_004233,Localized,8K,23.976,5.1,Dolby Vision,246.85,False,2025-12-01 22:32:42.128670
VER_TITLE_004233_005,TITLE_004233,Original,HD,30,7.1,HDR10+,325.56,True,2026-05-20 22:32:42.128674
VER_TITLE_004234_000,TITLE_004234,Original,4K,50,5.1,SDR,345.68,False,2026-04-06 22:32:42.128753
VER_TITLE_004234_001,TITLE_004234,Localized,8K,60,2.0,Dolby Vision,298.57,False,2026-03-20 22:32:42.128772
VER_TITLE_004234_002,TITLE_004234,Localized,4K,23.976,2.0,HDR10,112.16,False,2025-06-22 22:32:42.128780
VER_TITLE_004234_003,TITLE_004234,Remastered,8K,60,7.1,HDR10+,37.41,False,2025-05-29 22:32:42.128786
VER_TITLE_004235_000,TITLE_004235,Edited,HD,30,7.1,HDR10+,99.51,False,2025-11-06 22:32:42.128821
VER_TITLE_004236_000,TITLE_004236,Edited,4K,29.97,7.1,SDR,481.29,True,2025-12-16 22:32:42.128849
VER_TITLE_004237_000,TITLE_004237,Remastered,4K,29.97,5.1,SDR,261.4,False,2026-03-18 22:32:42.128875
VER_TITLE_004237_001,TITLE_004237,Original,4K,25,5.1,Dolby Vision,98.44,True,2026-04-23 22:32:42.128880
VER_TITLE_004238_000,TITLE_004238,Original,4K,60,7.1,HDR10,167.19,True,2025-08-21 22:32:42.128904
VER_TITLE_004238_001,TITLE_004238,Remastered,8K,23.976,Atmos,Dolby Vision,94.82,True,2025-12-07 22:32:42.128912
VER_TITLE_004238_002,TITLE_004238,Edited,HD,25,5.1,None,377.42,False,2026-05-19 22:32:42.128917
VER_TITLE_004238_003,TITLE_004238,Original,HD,30,5.1,SDR,449.04,False,2026-01-15 22:32:42.128923
VER_TITLE_004238_004,TITLE_004238,Edited,8K,60,Atmos,SDR,428.67,True,2025-10-07 22:32:42.128927
VER_TITLE_004238_005,TITLE_004238,Localized,8K,23.976,7.1,HDR10,37.83,True,2025-10-17 22:32:42.128932
VER_TITLE_004239_000,TITLE_004239,Remastered,HD,29.97,5.1,HDR10+,99.48,False,2025-10-09 22:32:42.128960
VER_TITLE_004240_000,TITLE_004240,Edited,4K,29.97,2.0,HDR10+,494.43,False,2026-03-07 22:32:42.128987
VER_TITLE_004240_001,TITLE_004240,Original,8K,24,Atmos,HDR10+,340.85,True,2025-10-11 22:32:42.128992
VER_TITLE_004240_002,TITLE_004240,Edited,4K,25,5.1,SDR,104.45,False,2025-06-13 22:32:42.128996
VER_TITLE_004240_003,TITLE_004240,Remastered,8K,24,7.1,HDR10+,19.85,False,2026-01-12 22:32:42.129001
VER_TITLE_004240_004,TITLE_004240,Original,8K,30,5.1,HDR10,297.75,True,2025-11-12 22:32:42.129006
VER_TITLE_004241_000,TITLE_004241,Edited,4K,29.97,5.1,HDR10+,140.89,False,2025-08-01 22:32:42.129032
VER_TITLE_004242_000,TITLE_004242,Original,4K,60,7.1,HDR10+,450.35,False,2025-12-07 22:32:42.129058
VER_TITLE_004242_001,TITLE_004242,Localized,8K,60,5.1,Dolby Vision,446.21,False,2025-09-17 22:32:42.129063
VER_TITLE_004243_000,TITLE_004243,Original,8K,60,2.0,HDR10,195.89,True,2026-03-29 22:32:42.129087
VER_TITLE_004243_001,TITLE_004243,Remastered,HD,25,7.1,HDR10+,276.45,True,2026-02-26 22:32:42.129092
VER_TITLE_004244_000,TITLE_004244,Edited,8K,60,2.0,SDR,325.34,False,2025-10-25 22:32:42.129115
VER_TITLE_004244_001,TITLE_004244,Localized,HD,24,Atmos,HDR10,70.3,True,2025-10-09 22:32:42.129119
VER_TITLE_004244_002,TITLE_004244,Localized,HD,29.97,2.0,HDR10+,188.81,False,2025-08-18 22:32:42.129123
VER_TITLE_004244_003,TITLE_004244,Edited,4K,30,5.1,SDR,84.02,False,2025-09-15 22:32:42.129128
VER_TITLE_004244_004,TITLE_004244,Remastered,HD,50,7.1,SDR,216.59,False,2025-06-12 22:32:42.129132
VER_TITLE_004244_005,TITLE_004244,Remastered,8K,24,5.1,HDR10,488.63,False,2025-05-28 22:32:42.129136
